evaluations raw_y raw_y_best x0 x1 x2 x3 x4
97 109.1742271935 91.0104247224 -2.059753 -4.738539 0.014460 -1.313368 -4.687075
98 110.6457305027 91.0104247224 -1.639039 -4.652304 0.123476 -1.423713 -5.000000
99 125.4109695176 91.0104247224 -2.428301 -4.410455 0.431559 -1.201607 -4.862360
100 116.8988246140 91.0104247224 -2.517135 -5.000000 0.257558 -1.566092 -5.000000
101 132.5065650890 91.0104247224 -2.344589 -5.000000 0.243258 -0.813526 -5.000000
102 142.5062119775 91.0104247224 -1.823544 -4.250603 0.134939 -1.883001 -3.979948
103 119.6906945678 91.0104247224 -2.770994 -4.538191 -0.087568 -1.650799 -4.461412
104 119.1335018156 91.0104247224 -2.836027 -5.000000 0.210476 -1.130720 -4.395367
105 141.7781261171 91.0104247224 -3.062914 -4.703575 0.650993 -1.686678 -4.558752
106 109.6433913768 91.0104247224 -3.056756 -4.708905 -0.150326 -1.159723 -5.000000
107 128.2052122736 91.0104247224 -2.636424 -5.000000 -0.581957 -1.259399 -4.780010
108 107.8931890200 91.0104247224 -2.780225 -4.410257 -0.298796 -0.813452 -4.467828
109 175.0031574152 91.0104247224 3.013570 -0.113986 -2.380432 -2.229766 3.582553
110 121.4283088676 91.0104247224 -2.440483 -4.653932 -0.309939 -1.112777 -3.837653
111 83.2721041863 83.2721041863 -3.322111 -4.725797 -0.476503 -1.117948 -4.199658
112 78.4048932527 78.4048932527 -3.320683 -4.322596 0.001829 -1.080705 -4.034540
113 130.9524254915 78.4048932527 -3.535695 -4.175939 -0.344538 -1.182095 -4.486880
114 119.2660016321 78.4048932527 -3.298248 -4.680156 -0.179168 -0.607292 -3.876503
115 118.6046670340 78.4048932527 -3.290634 -4.629555 -0.195097 -1.449482 -3.653349
116 125.6684493066 78.4048932527 -3.688729 -4.814131 0.094175 -1.141786 -4.270816
117 94.7269227475 78.4048932527 -3.065665 -4.127078 -0.570395 -1.046861 -3.820449
118 89.9603982670 78.4048932527 -2.993318 -4.687469 -1.143718 -0.980714 -3.976343
119 122.8491328747 78.4048932527 -2.953542 -4.447080 -0.984649 -1.558081 -4.106424
120 118.6559197726 78.4048932527 -3.654174 -4.529368 -1.002599 -0.976033 -3.732565
121 102.6262141282 78.4048932527 -3.301728 -4.721384 -1.043740 -0.612608 -4.533015
122 122.1382697693 78.4048932527 -2.874693 -3.953778 0.316565 -1.107142 -3.750934
123 108.8922537623 78.4048932527 -2.981006 -4.161516 -1.165229 -0.418565 -4.040602
124 104.1088244503 78.4048932527 -2.746273 -5.000000 -0.979207 -0.332768 -4.057067
125 125.4904486675 78.4048932527 -2.478897 -4.601345 -1.424306 -0.660956 -4.494240
126 115.6320415182 78.4048932527 -2.729321 -4.556633 -1.093496 -0.601121 -3.276534
127 130.2692884184 78.4048932527 -3.724759 -3.861520 -0.019950 -0.911959 -3.542080
128 121.3053272703 78.4048932527 -2.325208 -4.269011 -0.656742 -0.138481 -3.768522
129 105.5543146272 78.4048932527 -3.217228 -4.936415 -1.711515 -0.401311 -3.891585
130 133.6802553961 78.4048932527 -3.310111 -4.690022 -1.131593 0.177559 -3.634627
131 115.8249141240 78.4048932527 -2.394484 -4.673787 -1.714547 -0.062048 -3.685739
132 96.3291226982 78.4048932527 -2.861432 -4.323210 -1.963507 -0.894066 -3.641512
133 90.4093568352 78.4048932527 -2.524157 -5.000000 -1.796041 -0.969064 -3.622952
134 87.3404745709 78.4048932527 -3.104421 -4.953014 -2.010380 -1.246967 -4.064779
135 112.0430490137 78.4048932527 -2.692182 -4.893808 -2.445755 -0.769436 -3.999482
136 89.6078418792 78.4048932527 -3.200954 -4.994181 -2.004451 -1.126510 -3.325438
137 77.4291299178 77.4291299178 -2.741593 -4.731218 -2.152560 -1.644981 -3.542669
138 87.1799482967 77.4291299178 -2.952253 -5.000000 -1.585834 -1.625351 -3.512964
139 90.1880615328 77.4291299178 -3.368787 -4.467426 -2.017158 -1.645341 -3.598467
140 104.1434063454 77.4291299178 -2.808898 -4.438054 -1.779092 -1.497193 -3.031019
141 96.4070471951 77.4291299178 -3.253427 -5.000000 -2.603809 -1.713571 -3.594338
142 104.0630961960 77.4291299178 -3.014527 -4.989667 -2.068924 -2.159006 -4.012638
143 88.4041515308 77.4291299178 -2.972653 -4.405972 -2.699477 -1.274662 -3.236450
144 69.1581734161 69.1581734161 -2.922731 -4.292504 -2.615003 -1.605143 -3.993539
145 84.4173922799 69.1581734161 -3.456600 -4.345912 -2.689548 -1.171654 -3.942807
146 112.4180389607 69.1581734161 -3.299573 -4.040207 -2.839048 -1.889133 -3.599126
147 71.4278877465 69.1581734161 -2.747545 -3.871936 -2.846058 -1.086552 -3.908490
148 103.5608701425 69.1581734161 -3.003129 -5.000000 -2.139579 -2.173958 -2.901870
149 91.9446757817 69.1581734161 -2.786429 -4.395798 -3.236467 -1.298983 -3.943947
150 64.5387663396 64.5387663396 -2.262397 -4.120662 -2.605237 -1.449739 -3.705036
evaluations raw_y raw_y_best x0 x1 x2 x3 x4
76 190.6266670036 60.2555190329 2.500000 1.500000 -0.500000 3.500000 -2.500000
77 284.9552275414 60.2555190329 -2.500000 -1.500000 1.500000 -3.500000 1.500000
78 523.1389162646 60.2555190329 4.500000 -3.500000 0.500000 2.500000 3.500000
79 215.8467294787 60.2555190329 3.500000 0.500000 -1.500000 -4.500000 -4.500000
80 317.7332142538 60.2555190329 0.500000 -4.500000 -3.500000 0.500000 4.500000
81 118.5052689804 60.2555190329 -0.500000 -0.500000 -2.500000 -1.500000 -0.500000
82 261.7922150112 60.2555190329 -3.500000 -2.500000 3.500000 -2.500000 -3.500000
83 541.8645245944 60.2555190329 -1.500000 4.500000 4.500000 -0.500000 0.500000
84 1036.0779139950 60.2555190329 -4.500000 3.500000 2.500000 4.500000 2.500000
85 142.4242342747 60.2555190329 1.500000 2.500000 -4.500000 1.500000 -1.500000
86 105.2700353013 60.2555190329 -0.090966 -0.338951 -2.825693 -1.650607 -0.519681
87 98.3979278009 60.2555190329 -0.395172 -0.024855 -2.754636 -1.419380 -0.235004
88 45.7318646314 45.7318646314 -0.201204 -0.251615 -2.775245 -1.062979 -0.597250
89 94.6971155950 45.7318646314 -0.054649 0.024462 -2.380014 -1.247780 -0.685188
90 67.6948885747 45.7318646314 -0.474698 -0.006658 -2.897180 -1.293337 -0.928345
91 97.6209506659 45.7318646314 -0.524209 -0.388579 -3.326681 -1.115053 -0.574969
92 70.1950201478 45.7318646314 0.022036 0.181830 -3.166433 -1.059116 -0.670829
93 101.5930862595 45.7318646314 0.053939 -0.338822 -3.023007 -1.024982 -1.153800
94 120.4145457470 45.7318646314 -0.444554 0.120286 -2.863463 -0.590934 -0.750632
95 66.8831892761 45.7318646314 0.311354 -0.338477 -3.031845 -0.840951 -0.209097
96 83.9639464635 45.7318646314 0.245840 0.249611 -2.675615 -0.785820 -0.072632
97 100.8946778658 45.7318646314 0.598970 -0.075635 -2.670780 -0.695162 -0.667512
98 78.3509201541 45.7318646314 0.681917 0.109852 -3.012150 -1.350205 -0.211271
99 124.0104054597 45.7318646314 0.485648 -0.396176 -2.406325 -1.175295 0.007679
100 85.6741484207 45.7318646314 -0.157647 -0.819641 -2.626665 -0.498525 -0.400091
101 122.9540873045 45.7318646314 0.154813 0.206838 -3.496315 -1.127892 0.186760
102 118.6979571759 45.7318646314 -0.378137 -0.394020 -2.837828 -0.609490 0.228511
103 142.9687135203 45.7318646314 0.327615 0.861806 -2.868083 -1.498643 -0.506443
104 111.6644332867 45.7318646314 0.885524 0.269456 -3.434029 -0.624481 -0.295060
105 57.1477816537 45.7318646314 0.652785 -0.362907 -3.640879 -1.318775 -0.603980
106 81.2949967185 45.7318646314 0.482212 -1.040937 -3.340088 -1.070561 -0.534598
107 83.6145744431 45.7318646314 1.224435 -0.579112 -3.307244 -1.173440 -0.375844
108 82.4619715105 45.7318646314 0.918560 -0.425768 -3.131895 -1.630924 -0.955900
109 96.1645437795 45.7318646314 0.758938 -0.699915 -3.509111 -1.844157 -0.199038
110 102.5286721858 45.7318646314 1.060782 -0.927234 -3.910064 -1.427859 -0.979662
111 96.9125296511 45.7318646314 1.247654 0.080852 -3.750143 -1.684315 -0.611109
112 53.5556577737 45.7318646314 0.762235 -0.720786 -4.081285 -0.911981 -0.091641
113 69.1475776900 45.7318646314 0.606615 -0.644534 -3.880451 -0.477843 -0.621769
114 66.8897838846 45.7318646314 0.219837 -0.742618 -4.318947 -1.086651 -0.504353
115 49.3434474353 45.7318646314 0.867381 -0.261406 -4.477317 -0.951349 -0.547309
116 102.1238860917 45.7318646314 0.780254 -0.424470 -4.522509 -1.541944 -0.157469
117 73.0119913536 45.7318646314 0.880431 -0.925882 -4.666116 -0.644251 -0.523732
118 92.4818244600 45.7318646314 0.429556 -0.319888 -4.551985 -0.486361 -0.160371
119 91.6738929929 45.7318646314 0.302901 -1.395945 -4.054107 -0.527330 -0.104958
120 79.3902020232 45.7318646314 1.481092 -0.453859 -4.213265 -0.659320 -0.408917
121 72.0407525427 45.7318646314 0.578411 -0.235932 -4.375433 -0.885330 -1.264659
122 94.9360591207 45.7318646314 1.283871 -1.321999 -3.804440 -0.492076 -0.121284
123 95.5496654396 45.7318646314 1.248024 -0.906266 -4.630097 -0.652511 0.474355
124 69.9855028447 45.7318646314 1.224303 -0.096850 -4.964209 -0.591606 -1.041573
125 84.9176244869 45.7318646314 1.343886 0.062232 -4.144010 -0.832493 -1.204853
126 114.4653401370 45.7318646314 0.751934 0.486719 -4.802857 -1.094235 -0.918132
127 73.6563464383 45.7318646314 0.845972 -1.562738 -4.315893 -1.336847 0.053611
128 67.4301718394 45.7318646314 0.962457 -0.288035 -4.459812 -0.007097 -1.067575
129 90.8360854060 45.7318646314 1.272202 -0.797795 -4.555727 -0.475628 -1.460076
130 136.1197672497 45.7318646314 0.745064 -1.229794 -3.722363 -1.116538 0.662083
131 75.8348883093 45.7318646314 0.360001 -0.536513 -5.000000 -0.292996 -1.191569
132 91.1358082395 45.7318646314 1.368741 -0.514076 -5.000000 0.180921 -0.519402
133 82.4803289257 45.7318646314 0.557957 -1.160220 -4.505755 0.353526 -1.011439
134 82.4828405671 45.7318646314 0.900533 -0.486604 -5.000000 0.488542 -1.650297
135 75.8670673043 45.7318646314 0.308820 -0.588082 -4.260846 0.082660 -1.781417
136 91.8474645884 45.7318646314 0.767101 0.130342 -4.749637 -0.203345 -1.909510
137 104.3888016585 45.7318646314 0.138699 -0.179338 -4.621048 0.601319 -1.147979
138 87.0313078535 45.7318646314 1.123802 -0.717713 -3.934961 0.611267 -1.603267
139 85.6280102461 45.7318646314 0.327113 -1.776254 -4.661844 -1.172841 -0.742787
140 87.8276018740 45.7318646314 0.103750 -1.263436 -4.294551 -0.545166 -1.340617
141 47.2589973007 45.7318646314 0.462124 -1.329079 -4.961238 0.073811 -2.009030
142 88.9843545515 45.7318646314 0.660808 -1.446301 -4.402212 0.494436 -2.109935
143 53.8507304928 45.7318646314 0.690600 -1.770514 -5.000000 -0.208860 -1.494765
144 56.8277820446 45.7318646314 0.516753 -1.323709 -5.000000 -0.682104 -1.996356
145 69.8952174512 45.7318646314 -0.026005 -1.820146 -5.000000 -0.256895 -1.886591
146 59.5203710621 45.7318646314 -0.053079 -0.832969 -5.000000 -0.275800 -2.239263
147 91.8723853187 45.7318646314 0.829873 -1.917269 -5.000000 -0.266311 -2.352039
148 53.7302298395 45.7318646314 0.208154 -1.208411 -5.000000 -0.186950 -1.562888
149 70.6593358994 45.7318646314 -0.229955 -1.102557 -5.000000 0.559759 -2.015291
150 88.3336135617 45.7318646314 0.705430 -0.764871 -5.000000 -0.093283 -2.615585
evaluations raw_y raw_y_best x0 x1 x2 x3 x4
76 677.4767636677 111.7208451771 2.500000 -1.500000 -3.500000 2.500000 -3.500000
77 548.5288181957 111.7208451771 3.500000 2.500000 1.500000 3.500000 0.500000
78 274.7173170228 111.7208451771 0.500000 -3.500000 -4.500000 -0.500000 1.500000
79 147.1323496373 111.7208451771 -1.500000 -2.500000 -0.500000 -2.500000 4.500000
80 785.6884710618 111.7208451771 1.500000 1.500000 3.500000 0.500000 -2.500000
81 913.3382609916 111.7208451771 -2.500000 4.500000 2.500000 -1.500000 -1.500000
82 1033.9902529334 111.7208451771 4.500000 -4.500000 4.500000 4.500000 -0.500000
83 294.3785679653 111.7208451771 -3.500000 -0.500000 -1.500000 1.500000 2.500000
84 111.7208451771 111.7208451771 -0.500000 0.500000 -2.500000 -3.500000 3.500000
85 533.7954264765 111.7208451771 -4.500000 3.500000 0.500000 -4.500000 -4.500000
86 131.0316594548 111.7208451771 -1.372882 -2.119350 -0.754865 -2.625565 4.371942
87 104.7524201577 104.7524201577 -1.857869 -2.143195 -0.642475 -2.531279 4.373188
88 140.5150216418 104.7524201577 -0.653997 0.122546 -2.241954 -3.368720 3.624648
89 128.9995936175 104.7524201577 -1.553935 -2.011066 -0.420401 -2.217823 4.281992
90 135.9585122815 104.7524201577 -1.626031 -1.988517 -0.250767 -2.756342 4.450617
