evaluations raw_y raw_y_best x0 x1 x2 x3 x4
27 702.3209724915 105.1476664143 -5.000000 5.000000 -5.000000 5.000000 5.000000
28 247.1099520911 105.1476664143 5.000000 -4.240749 5.000000 5.000000 -0.842725
29 296.5331591230 105.1476664143 5.000000 -5.000000 5.000000 5.000000 -0.217045
30 249.8780176684 105.1476664143 -2.872911 -5.000000 5.000000 5.000000 -0.220180
31 254.6569129090 105.1476664143 -2.736810 -5.000000 5.000000 5.000000 -0.444001
32 377.8465313445 105.1476664143 -3.788643 -5.000000 5.000000 5.000000 -0.030766
33 249.1750160638 105.1476664143 -0.569289 -5.000000 5.000000 5.000000 2.660594
34 369.5054551996 105.1476664143 0.754404 -5.000000 5.000000 5.000000 5.000000
35 354.0176989187 105.1476664143 5.000000 -1.340981 5.000000 5.000000 3.432429
36 702.3209724915 105.1476664143 -5.000000 5.000000 -5.000000 5.000000 5.000000
37 702.3209724915 105.1476664143 -5.000000 5.000000 -5.000000 5.000000 5.000000
38 702.3209724915 105.1476664143 -5.000000 5.000000 -5.000000 5.000000 5.000000
39 128.3744995722 105.1476664143 -1.502952 -2.786259 -2.349953 5.000000 1.508069
40 667.5477833699 105.1476664143 -5.000000 4.559182 -5.000000 5.000000 5.000000
41 685.7981271906 105.1476664143 -5.000000 4.652643 -5.000000 5.000000 5.000000
42 148.0378367055 105.1476664143 3.110311 0.833821 3.631894 0.225283 0.548934
43 580.4587380393 105.1476664143 -5.000000 3.571364 -5.000000 5.000000 5.000000
44 583.0743407800 105.1476664143 -5.000000 3.588655 -5.000000 5.000000 5.000000
45 583.0443137296 105.1476664143 -5.000000 3.588450 -5.000000 5.000000 5.000000
46 580.0952153023 105.1476664143 -5.000000 3.569038 -5.000000 5.000000 5.000000
47 575.6203738394 105.1476664143 -5.000000 3.541161 -5.000000 5.000000 5.000000
48 73.0856639101 73.0856639101 0.881574 -2.579257 2.249638 3.501357 0.473304
49 593.7616717178 73.0856639101 -5.000000 3.914062 -5.000000 5.000000 5.000000
50 590.1881069344 73.0856639101 -5.000000 3.824915 -5.000000 5.000000 5.000000
51 590.2853028279 73.0856639101 -5.000000 3.819876 -5.000000 5.000000 5.000000
52 591.7462315652 73.0856639101 -5.000000 3.773691 -5.000000 5.000000 5.000000
53 592.9390789377 73.0856639101 -5.000000 3.724826 -5.000000 5.000000 5.000000
54 591.8928112453 73.0856639101 -5.000000 3.674111 -5.000000 5.000000 5.000000
55 588.1414484167 73.0856639101 -5.000000 3.627887 -5.000000 5.000000 5.000000
56 583.4036123733 73.0856639101 -5.000000 3.590923 -5.000000 5.000000 5.000000
57 574.2111906936 73.0856639101 -5.000000 3.532457 -5.000000 5.000000 5.000000
58 568.2639751726 73.0856639101 -5.000000 3.494042 -5.000000 5.000000 5.000000
59 562.2696718647 73.0856639101 -5.000000 3.445928 -5.000000 5.000000 5.000000
60 557.6427813108 73.0856639101 -5.000000 3.369460 -5.000000 5.000000 5.000000
61 557.2122586813 73.0856639101 -5.000000 3.270907 -5.000000 5.000000 5.000000
62 551.9544306981 73.0856639101 -5.000000 3.175119 -5.000000 5.000000 5.000000
63 535.8828096237 73.0856639101 -5.000000 3.082332 -5.000000 5.000000 5.000000
64 516.5242255241 73.0856639101 -5.000000 2.997366 -5.000000 5.000000 5.000000
65 502.7263199255 73.0856639101 -5.000000 2.910896 -5.000000 5.000000 5.000000
66 502.2239135946 73.0856639101 -5.000000 2.821557 -5.000000 5.000000 5.000000
67 513.2222203101 73.0856639101 -5.000000 2.734875 -5.000000 5.000000 5.000000
68 525.0203621536 73.0856639101 -5.000000 2.660118 -5.000000 5.000000 5.000000
69 534.7804879576 73.0856639101 -5.000000 2.531745 -5.000000 5.000000 5.000000
70 533.9277681185 73.0856639101 -5.000000 2.479005 -5.000000 5.000000 5.000000
71 529.5135666805 73.0856639101 -5.000000 2.372259 -5.000000 5.000000 5.000000
72 528.9841270234 73.0856639101 -5.000000 2.290858 -5.000000 5.000000 5.000000
73 532.3799943656 73.0856639101 -5.000000 2.204362 -5.000000 5.000000 5.000000
74 482.4381981007 73.0856639101 5.000000 -5.000000 5.000000 5.000000 3.638328
75 502.6550978699 73.0856639101 -5.000000 1.424382 -5.000000 5.000000 5.000000
evaluations raw_y raw_y_best x0 x1 x2 x3 x4
1 525.6119127144 525.6119127144 1.500000 -1.500000 -4.500000 2.500000 3.500000
2 1019.6539222552 525.6119127144 3.500000 2.500000 -1.500000 -0.500000 4.500000
3 696.7884604656 525.6119127144 -4.500000 -2.500000 0.500000 -2.500000 1.500000
4 347.8548847704 347.8548847704 -0.500000 1.500000 1.500000 0.500000 -3.500000
5 747.5759422811 347.8548847704 -2.500000 -4.500000 -2.500000 3.500000 -0.500000
6 1531.8705963793 347.8548847704 -1.500000 -3.500000 2.500000 -3.500000 -4.500000
7 491.8841020010 347.8548847704 4.500000 4.500000 4.500000 1.500000 2.500000
8 557.4309591517 347.8548847704 0.500000 -0.500000 -3.500000 4.500000 -2.500000
9 1890.0382271872 347.8548847704 -3.500000 0.500000 -0.500000 -4.500000 0.500000
10 895.2525378594 347.8548847704 2.500000 3.500000 3.500000 -1.500000 -1.500000
11 2072.7569020195 347.8548847704 -5.000000 -5.000000 -4.522605 -3.791091 3.265250
12 273.1898949534 273.1898949534 5.000000 5.000000 3.204453 3.826017 -2.296130
13 230.3600267943 230.3600267943 1.969294 1.300271 -0.042733 2.149678 -0.366240
14 191.4912936974 191.4912936974 5.000000 4.079254 -2.073506 5.000000 3.297748
15 254.4326979803 191.4912936974 5.000000 5.000000 4.970467 4.359697 3.076149
16 275.7771842712 191.4912936974 5.000000 5.000000 5.000000 5.000000 4.528453
17 2245.2052585316 191.4912936974 -4.896145 -3.528078 4.228848 -5.000000 5.000000
18 314.1249284514 191.4912936974 5.000000 3.946829 -5.000000 5.000000 5.000000
19 318.3930036010 191.4912936974 5.000000 5.000000 4.522574 5.000000 5.000000
20 277.7225340959 191.4912936974 5.000000 5.000000 4.308791 5.000000 4.732171
21 266.1645050479 191.4912936974 5.000000 5.000000 4.346864 5.000000 4.859474
22 261.1727415467 191.4912936974 5.000000 5.000000 4.108699 5.000000 4.898988
23 213.6904925829 191.4912936974 5.000000 5.000000 3.834596 5.000000 4.908294
24 185.6000925169 185.6000925169 5.000000 5.000000 3.311265 5.000000 4.843346
25 177.5700023828 177.5700023828 5.000000 5.000000 2.793885 5.000000 4.632967
26 225.3800868883 177.5700023828 5.000000 5.000000 2.587017 5.000000 4.504643
27 173.7501589602 173.7501589602 5.000000 5.000000 2.756691 5.000000 4.673655
28 218.5679477794 173.7501589602 5.000000 5.000000 2.574023 5.000000 4.587483
29 202.0712201608 173.7501589602 5.000000 5.000000 2.608404 5.000000 4.656272
30 208.3594755523 173.7501589602 5.000000 5.000000 2.585633 5.000000 4.643697
31 210.3276044341 173.7501589602 5.000000 5.000000 2.567478 5.000000 4.646625
32 187.7963445468 173.7501589602 5.000000 5.000000 0.211862 5.000000 5.000000
33 182.1490473434 173.7501589602 5.000000 5.000000 0.131351 5.000000 5.000000
34 197.7295678921 173.7501589602 5.000000 5.000000 -0.044525 5.000000 5.000000
35 211.0304729636 173.7501589602 5.000000 5.000000 -0.167104 5.000000 5.000000
36 207.3151263896 173.7501589602 5.000000 5.000000 -0.248884 5.000000 5.000000
37 188.1051655520 173.7501589602 5.000000 5.000000 -0.350768 5.000000 5.000000
38 157.4362502102 157.4362502102 5.000000 5.000000 -0.483617 5.000000 5.000000
39 205.5602786954 157.4362502102 5.000000 5.000000 -1.016991 5.000000 5.000000
40 213.0320475868 157.4362502102 5.000000 5.000000 -1.123206 5.000000 5.000000
41 212.6263965943 157.4362502102 5.000000 5.000000 -1.169749 5.000000 5.000000
42 210.9928396836 157.4362502102 5.000000 5.000000 -1.213663 5.000000 5.000000
43 207.8334530552 157.4362502102 5.000000 5.000000 -1.270396 5.000000 5.000000
44 198.7919188913 157.4362502102 5.000000 5.000000 -1.407276 5.000000 5.000000
45 188.4704535499 157.4362502102 5.000000 5.000000 -1.619585 5.000000 5.000000
46 211.1044082352 157.4362502102 5.000000 5.000000 -1.900414 5.000000 5.000000
47 219.0427462381 157.4362502102 5.000000 5.000000 -1.937818 5.000000 5.000000
48 212.6900352239 157.4362502102 5.000000 5.000000 -1.908061 5.000000 5.000000
49 225.6181555980 157.4362502102 5.000000 5.000000 -1.968576 5.000000 5.000000
50 210.3140910223 157.4362502102 5.000000 5.000000 -1.896548 5.000000 5.000000
51 231.9026505508 157.4362502102 5.000000 5.000000 -2.000003 5.000000 5.000000
52 210.9143086262 157.4362502102 5.000000 5.000000 -1.899488 5.000000 5.000000
53 221.9159844784 157.4362502102 5.000000 5.000000 -1.951149 5.000000 5.000000
54 208.7262373467 157.4362502102 5.000000 5.000000 -1.888651 5.000000 5.000000
55 235.0019340510 157.4362502102 5.000000 5.000000 -2.017231 5.000000 5.000000
56 202.8842097081 157.4362502102 5.000000 5.000000 -1.857395 5.000000 5.000000
57 245.3474402676 157.4362502102 5.000000 5.000000 -2.124543 5.000000 5.000000
58 212.9809751231 157.4362502102 5.000000 5.000000 -1.909450 5.000000 5.000000
59 209.0643056856 157.4362502102 5.000000 5.000000 -1.890348 5.000000 5.000000
60 238.7398052452 157.4362502102 5.000000 5.000000 -2.041085 5.000000 5.000000
61 188.5848817759 157.4362502102 5.000000 5.000000 -1.716650 5.000000 5.000000
62 227.3741489718 157.4362502102 5.000000 5.000000 -2.719301 5.000000 5.000000
63 245.3847006643 157.4362502102 5.000000 5.000000 -2.127537 5.000000 5.000000
64 212.4235873000 157.4362502102 5.000000 5.000000 -1.097110 5.000000 5.000000
65 146.3882165202 146.3882165202 5.000000 5.000000 -0.599278 5.000000 5.000000
66 331.0909914329 146.3882165202 5.000000 5.000000 -5.000000 5.000000 5.000000
67 209.6631290618 146.3882165202 5.000000 5.000000 -1.053149 5.000000 5.000000
68 188.5925626980 146.3882165202 5.000000 5.000000 0.220462 5.000000 5.000000
69 189.1410429381 146.3882165202 5.000000 5.000000 -1.595469 5.000000 5.000000
70 209.5186600542 146.3882165202 5.000000 5.000000 -0.227247 5.000000 5.000000
71 146.5625789905 146.3882165202 5.000000 5.000000 -0.625624 5.000000 5.000000
72 147.0571449311 146.3882165202 5.000000 5.000000 -0.641831 5.000000 5.000000
73 221.0371861287 146.3882165202 5.000000 5.000000 -2.491484 5.000000 5.000000
74 146.4208035076 146.3882165202 5.000000 5.000000 -0.596397 5.000000 5.000000
75 207.5589744702 146.3882165202 5.000000 5.000000 -1.882714 5.000000 5.000000
evaluations raw_y raw_y_best x0 x1 x2 x3 x4
1 427.0254361023 427.0254361023 0.500000 3.500000 -3.500000 2.500000 -3.500000
2 430.8215134208 427.0254361023 4.500000 2.500000 -0.500000 0.500000 -2.500000
3 445.7015566539 427.0254361023 -4.500000 1.500000 -4.500000 -3.500000 -1.500000
4 91.0104247224 91.0104247224 -1.500000 -4.500000 0.500000 -1.500000 -4.500000
5 176.2122790924 91.0104247224 2.500000 0.500000 -2.500000 -2.500000 4.500000
6 336.6174610943 91.0104247224 -2.500000 -0.500000 3.500000 -0.500000 2.500000
7 686.4183715394 91.0104247224 3.500000 -2.500000 -1.500000 4.500000 0.500000
8 780.4732807264 91.0104247224 1.500000 4.500000 2.500000 3.500000 -0.500000
9 423.2760265126 91.0104247224 -3.500000 -1.500000 4.500000 -4.500000 3.500000
10 376.4053353876 91.0104247224 -0.500000 -3.500000 1.500000 1.500000 1.500000
11 149.2852985671 91.0104247224 -2.552104 -5.000000 0.882063 -1.470568 -5.000000
12 197.1240524166 91.0104247224 0.883418 -5.000000 -2.535822 -2.614839 -5.000000
13 338.5005647685 91.0104247224 5.000000 2.209481 -5.000000 -5.000000 5.000000
14 152.4010395711 91.0104247224 -0.162648 -4.880902 -0.154367 -3.237705 -1.350689
15 112.8412686534 91.0104247224 -2.232601 -4.019160 -4.448721 1.477994 -5.000000
16 164.2819685863 91.0104247224 -3.529708 -5.000000 -5.000000 3.590951 -5.000000
17 142.3426381781 91.0104247224 -3.459411 -5.000000 -5.000000 2.929588 -5.000000
18 177.8864207140 91.0104247224 -3.603534 -5.000000 -5.000000 3.370375 -5.000000
19 175.6573639526 91.0104247224 -3.595592 -5.000000 -5.000000 3.387887 -5.000000
20 169.5035626730 91.0104247224 -3.538922 -5.000000 -5.000000 3.437200 -5.000000
21 173.7734121044 91.0104247224 -3.461612 -5.000000 -5.000000 3.487722 -5.000000
22 289.0361657887 91.0104247224 -1.521427 -4.261035 -5.000000 5.000000 -5.000000
23 117.9552690912 91.0104247224 -3.185968 -5.000000 -4.179088 2.343329 -5.000000
24 135.3236524240 91.0104247224 -3.230913 -5.000000 -4.372558 2.408486 -5.000000
25 156.1092440192 91.0104247224 -3.268726 -5.000000 -4.647283 2.501177 -5.000000
26 155.1078320696 91.0104247224 -3.291207 -5.000000 -4.547168 2.413608 -5.000000
27 142.5930549562 91.0104247224 -3.341655 -5.000000 -4.691115 2.441707 -5.000000
28 132.3462654734 91.0104247224 -3.402823 -5.000000 -4.733104 2.444517 -5.000000
29 123.1292433228 91.0104247224 -3.421025 -5.000000 -4.805667 2.425348 -5.000000
30 133.7489974291 91.0104247224 -3.421681 -5.000000 -4.966179 2.415398 -5.000000
31 136.3980339111 91.0104247224 -3.450192 -5.000000 -5.000000 2.386405 -5.000000
32 136.5799487169 91.0104247224 -3.490082 -5.000000 -5.000000 2.350437 -5.000000
33 136.9015684969 91.0104247224 -3.513911 -5.000000 -5.000000 2.312936 -5.000000
34 137.4667130547 91.0104247224 -3.536310 -5.000000 -4.995431 2.286300 -5.000000
35 134.9978371369 91.0104247224 -3.552517 -5.000000 -4.936289 2.249141 -5.000000
36 138.7091992343 91.0104247224 -3.589671 -5.000000 -4.964827 2.236942 -5.000000
37 139.7929040916 91.0104247224 -3.616184 -5.000000 -4.937378 2.201544 -5.000000
38 138.7151931604 91.0104247224 -3.617343 -5.000000 -4.904878 2.203854 -5.000000
39 506.8187375573 91.0104247224 -5.000000 -3.871850 5.000000 4.041159 -2.657135
40 131.4407625918 91.0104247224 -3.346748 -5.000000 -5.000000 1.585468 -5.000000
41 137.8471434960 91.0104247224 -3.596664 -5.000000 -5.000000 1.465500 -5.000000
42 125.7275636581 91.0104247224 -3.825446 -5.000000 -5.000000 1.543124 -5.000000
43 147.7389673271 91.0104247224 -4.145956 -5.000000 -5.000000 1.426454 -5.000000
44 149.7660362170 91.0104247224 -5.000000 -5.000000 -5.000000 2.302339 -5.000000
45 142.8811098166 91.0104247224 -5.000000 -5.000000 -5.000000 2.269342 -5.000000
46 138.0479728790 91.0104247224 -4.382093 -5.000000 -5.000000 1.949928 -5.000000
47 122.2966988992 91.0104247224 -4.268660 -5.000000 -5.000000 1.900834 -5.000000
48 115.4853168019 91.0104247224 -4.150952 -5.000000 -5.000000 1.670367 -5.000000
49 145.4235189703 91.0104247224 -4.714267 -5.000000 -5.000000 1.524379 -5.000000
50 121.6821327853 91.0104247224 -5.000000 -5.000000 -5.000000 2.082933 -5.000000
51 124.5871925095 91.0104247224 -3.670909 -5.000000 -3.882408 1.444073 -5.000000
52 125.4310969570 91.0104247224 -5.000000 -5.000000 -1.497476 1.856911 -5.000000
53 164.4756872236 91.0104247224 -4.592975 -5.000000 -4.058646 1.807696 -5.000000
54 142.1992083942 91.0104247224 -5.000000 -5.000000 -5.000000 2.265982 -5.000000
55 137.6254256136 91.0104247224 -4.923815 -5.000000 -4.833757 2.174923 -5.000000
56 138.8483105489 91.0104247224 -4.458260 -5.000000 -4.322552 1.888119 -5.000000
57 119.1325288973 91.0104247224 -4.310086 -5.000000 -4.263865 1.827063 -5.000000
58 543.4460648881 91.0104247224 5.000000 4.878017 1.225167 -2.831825 5.000000
59 121.2067642185 91.0104247224 -3.507994 -5.000000 -4.310672 1.603217 -5.000000
60 128.5614631634 91.0104247224 -3.618285 -5.000000 -4.505072 1.668030 -5.000000
61 150.2457997259 91.0104247224 -3.731299 -5.000000 -4.706520 1.742135 -5.000000
62 802.3300320164 91.0104247224 0.937646 4.202554 -5.000000 5.000000 3.972268
63 122.0912747902 91.0104247224 -5.000000 -5.000000 -5.000000 2.048522 -5.000000
64 132.1737211525 91.0104247224 -4.626509 -5.000000 -5.000000 1.698044 -5.000000
65 116.5631683899 91.0104247224 -4.468538 -5.000000 -4.782473 1.576201 -5.000000
66 102.5732246825 91.0104247224 -4.509295 -5.000000 -4.698451 1.456322 -5.000000
67 152.1935460479 91.0104247224 -5.000000 -5.000000 -5.000000 4.077905 -5.000000
68 176.4402840998 91.0104247224 -5.000000 -5.000000 -5.000000 4.258369 -5.000000
69 154.4089447878 91.0104247224 -5.000000 -5.000000 -3.469639 2.624487 -5.000000
70 160.2455548562 91.0104247224 -5.000000 -5.000000 -3.589320 2.710536 -5.000000
71 143.8902104567 91.0104247224 -5.000000 -5.000000 -3.734113 2.754916 -5.000000
72 147.2757516058 91.0104247224 -5.000000 -5.000000 -3.756231 2.829267 -5.000000
73 138.4234068632 91.0104247224 -5.000000 -5.000000 -3.838057 2.892557 -5.000000
74 149.3232578679 91.0104247224 -5.000000 -5.000000 -3.833128 2.978239 -5.000000
75 144.6101271530 91.0104247224 -5.000000 -5.000000 -3.941230 3.054177 -5.000000
evaluations raw_y raw_y_best x0 x1 x2 x3 x4
1 190.6266670036 190.6266670036 2.500000 1.500000 -0.500000 3.500000 -2.500000
2 284.9552275414 190.6266670036 -2.500000 -1.500000 1.500000 -3.500000 1.500000
3 523.1389162646 190.6266670036 4.500000 -3.500000 0.500000 2.500000 3.500000
4 215.8467294787 190.6266670036 3.500000 0.500000 -1.500000 -4.500000 -4.500000
5 317.7332142538 190.6266670036 0.500000 -4.500000 -3.500000 0.500000 4.500000
6 118.5052689804 118.5052689804 -0.500000 -0.500000 -2.500000 -1.500000 -0.500000
7 261.7922150112 118.5052689804 -3.500000 -2.500000 3.500000 -2.500000 -3.500000
8 541.8645245944 118.5052689804 -1.500000 4.500000 4.500000 -0.500000 0.500000
9 1036.0779139950 118.5052689804 -4.500000 3.500000 2.500000 4.500000 2.500000
10 142.4242342747 118.5052689804 1.500000 2.500000 -4.500000 1.500000 -1.500000
11 240.8464934607 118.5052689804 -1.863759 0.090163 -5.000000 -4.964531 -0.869442
12 263.5307915014 118.5052689804 5.000000 4.081981 -3.513153 2.924154 -5.000000
13 98.3124965751 98.3124965751 2.499910 0.564509 -2.839805 -0.946989 -0.861958
14 628.0307981895 98.3124965751 -3.799858 -3.922671 5.000000 -5.000000 -5.000000
15 318.9746210233 98.3124965751 5.000000 1.524175 -5.000000 1.600415 5.000000
16 113.1034078009 98.3124965751 0.536517 1.084041 -1.175333 -1.615282 -2.701786
17 555.0808933020 98.3124965751 5.000000 5.000000 -5.000000 -5.000000 -5.000000
18 125.2897836832 98.3124965751 2.741799 1.160799 -1.196095 -0.399579 -1.899595
19 346.7819250483 98.3124965751 -5.000000 -5.000000 -5.000000 -5.000000 5.000000
20 471.2237425412 98.3124965751 5.000000 5.000000 -5.000000 5.000000 0.860546
21 333.6581032853 98.3124965751 -0.816720 -5.000000 -5.000000 -5.000000 5.000000
22 355.0664887940 98.3124965751 -5.000000 -4.301804 -5.000000 -5.000000 5.000000
23 350.9891794915 98.3124965751 -5.000000 -2.850744 -5.000000 -5.000000 5.000000
24 442.3643004229 98.3124965751 -5.000000 -0.888453 -5.000000 -5.000000 5.000000
25 60.2555190329 60.2555190329 1.586454 1.341182 -2.147786 -1.099292 -1.524995
26 412.4953821999 60.2555190329 4.148579 -5.000000 -5.000000 -5.000000 5.000000
27 432.1525617593 60.2555190329 5.000000 -5.000000 -5.000000 -5.000000 5.000000
28 432.1525617593 60.2555190329 5.000000 -5.000000 -5.000000 -5.000000 5.000000
29 515.1729230600 60.2555190329 -5.000000 -4.558731 -5.000000 -5.000000 -3.599018
30 313.9914980861 60.2555190329 2.650352 -3.507417 -5.000000 -5.000000 5.000000
31 351.7776821709 60.2555190329 5.000000 -3.729788 -5.000000 -5.000000 5.000000
32 182.5287161566 60.2555190329 5.000000 4.643789 -0.533166 0.005863 -5.000000
33 208.1246958734 60.2555190329 5.000000 4.455448 1.531721 0.311069 -5.000000
34 365.4143160167 60.2555190329 5.000000 4.369619 4.971592 3.459032 -3.057250
35 429.4267999087 60.2555190329 5.000000 5.000000 4.343311 5.000000 -4.012617
36 452.8544992924 60.2555190329 5.000000 5.000000 5.000000 5.000000 -5.000000
37 502.4363764228 60.2555190329 5.000000 5.000000 5.000000 5.000000 -3.196181
38 505.8813462635 60.2555190329 5.000000 5.000000 5.000000 5.000000 -3.571536
39 484.7361354191 60.2555190329 5.000000 5.000000 5.000000 5.000000 -3.739090
40 483.0517662365 60.2555190329 5.000000 5.000000 5.000000 5.000000 -3.761157
41 482.8396921263 60.2555190329 5.000000 5.000000 5.000000 5.000000 -3.857159
42 503.5845096425 60.2555190329 5.000000 5.000000 5.000000 5.000000 -4.018761
43 511.0844365672 60.2555190329 5.000000 5.000000 5.000000 5.000000 -4.189025
44 511.8809580207 60.2555190329 5.000000 5.000000 5.000000 5.000000 -4.180027
45 469.4312258551 60.2555190329 5.000000 5.000000 5.000000 5.000000 -4.375372
46 435.8575805278 60.2555190329 5.000000 5.000000 5.000000 5.000000 -4.600943
47 452.8777668522 60.2555190329 5.000000 5.000000 5.000000 5.000000 -4.999649
48 452.8544992924 60.2555190329 5.000000 5.000000 5.000000 5.000000 -5.000000
49 452.8544992924 60.2555190329 5.000000 5.000000 5.000000 5.000000 -5.000000
50 452.8544992924 60.2555190329 5.000000 5.000000 5.000000 5.000000 -5.000000
51 452.8544992924 60.2555190329 5.000000 5.000000 5.000000 5.000000 -5.000000
52 454.1903857221 60.2555190329 -0.069640 -5.000000 -5.000000 4.332468 5.000000
53 472.8928765183 60.2555190329 -0.791295 -5.000000 -5.000000 5.000000 5.000000
54 484.0806215173 60.2555190329 -2.421419 -5.000000 -5.000000 5.000000 5.000000
55 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
56 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
57 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
58 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
59 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
60 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
61 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
62 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
63 354.0493528248 60.2555190329 5.000000 5.000000 5.000000 3.038822 -5.000000
64 364.1938725080 60.2555190329 5.000000 5.000000 5.000000 2.850930 -5.000000
65 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
66 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
67 365.0166944798 60.2555190329 5.000000 5.000000 5.000000 2.907612 -5.000000
68 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
69 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
70 351.0804553727 60.2555190329 5.000000 5.000000 5.000000 3.062758 -5.000000
71 364.3826913409 60.2555190329 5.000000 5.000000 5.000000 2.928466 -5.000000
72 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
73 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
74 357.6912649051 60.2555190329 5.000000 5.000000 5.000000 2.648054 -5.000000
75 488.3168808716 60.2555190329 -5.000000 -5.000000 -5.000000 5.000000 5.000000
evaluations raw_y raw_y_best x0 x1 x2 x3 x4
1 677.4767636677 677.4767636677 2.500000 -1.500000 -3.500000 2.500000 -3.500000
2 548.5288181957 548.5288181957 3.500000 2.500000 1.500000 3.500000 0.500000
3 274.7173170228 274.7173170228 0.500000 -3.500000 -4.500000 -0.500000 1.500000
4 147.1323496373 147.1323496373 -1.500000 -2.500000 -0.500000 -2.500000 4.500000
5 785.6884710618 147.1323496373 1.500000 1.500000 3.500000 0.500000 -2.500000
6 913.3382609916 147.1323496373 -2.500000 4.500000 2.500000 -1.500000 -1.500000
7 1033.9902529334 147.1323496373 4.500000 -4.500000 4.500000 4.500000 -0.500000
8 294.3785679653 147.1323496373 -3.500000 -0.500000 -1.500000 1.500000 2.500000
9 111.7208451771 111.7208451771 -0.500000 0.500000 -2.500000 -3.500000 3.500000
10 533.7954264765 111.7208451771 -4.500000 3.500000 0.500000 -4.500000 -4.500000
11 173.3056204390 111.7208451771 -3.022674 -1.997078 -3.686276 -5.000000 5.000000
12 207.5673342100 111.7208451771 1.556067 -2.755633 -3.785476 -2.796259 5.000000
13 158.1885306673 111.7208451771 0.623865 0.887874 -2.427733 -5.000000 5.000000
14 300.7595365007 111.7208451771 -5.000000 -5.000000 -1.846298 -1.968208 5.000000
15 139.6750793877 111.7208451771 -2.797652 2.095428 -5.000000 -5.000000 0.491866
16 296.8982011845 111.7208451771 -5.000000 4.375817 -5.000000 -5.000000 -5.000000
17 308.0024483689 111.7208451771 -5.000000 3.624458 -5.000000 -5.000000 -5.000000
18 275.6706688108 111.7208451771 4.435320 5.000000 -5.000000 -5.000000 1.501124
